name,street,subarea,area,city,province,Address
Madina Autos,Landhi Road,Sector 37 B,Landhi,Karachi,,Madina Autos Landhi Road Sector 37 B Landhi Karachi 
Machine Embroidery Thread,Nizamuddin Aulia Road,Block 7,KAECHS,Karachi,,Machine Embroidery Thread Nizamuddin Aulia Road Block 7 KAECHS Karachi 
Madina Ironworks,Allah Rakha Road,Sector 36 J,Landhi,Karachi,,Madina Ironworks Allah Rakha Road Sector 36 J Landhi Karachi 
Moheed Cooking Oil Depot,Landhi Road,Sector 37 K,Landhi,Karachi,,Moheed Cooking Oil Depot Landhi Road Sector 37 K Landhi Karachi 
Mubarak Electric & Electronics Shop,Landhi Road,Moinabad 1&2,Landhi,Karachi,,Mubarak Electric & Electronics Shop Landhi Road Moinabad 1&2 Landhi Karachi 
Nomi Dry Cleaners,25-26 Street,Block 2,PECHS,Karachi,,Nomi Dry Cleaners 25-26 Street Block 2 PECHS Karachi 
Nizam Garments,Bismillah Chowk Road,Sector 4,Baldia,Karachi,,Nizam Garments Bismillah Chowk Road Sector 4 Baldia Karachi 
Pak Stationery Mart,Street No 12,Sector 4,Naval Colony,Karachi,,Pak Stationery Mart Street No 12 Sector 4 Naval Colony Karachi 
Pak Asia Comm,Adam Jee Road,Mehmood Nagar,Landhi,Karachi,,Pak Asia Comm Adam Jee Road Mehmood Nagar Landhi Karachi 
Pakistan Comm,Landhi Road,Moinabad 1&2,Landhi Industrial Area,Karachi,,Pakistan Comm Landhi Road Moinabad 1&2 Landhi Industrial Area Karachi 
Rehman Medical Store,Mehran Highway,Bilal Colony,Landhi,Karachi,,Rehman Medical Store Mehran Highway Bilal Colony Landhi Karachi 
Rameez Dry Cleaners,Lyari Basti Road,Lyari Basti,Taiser Town,Karachi,,Rameez Dry Cleaners Lyari Basti Road Lyari Basti Taiser Town Karachi 
Saad Marble Works,IB Soomro Avenue,Sector 52 A,Gulzar e Hijri Scheme 33,Karachi,,Saad Marble Works IB Soomro Avenue Sector 52 A Gulzar e Hijri Scheme 33 Karachi 
Salsabeel General Store,Bhittai Avenue,Sector X,Gulshan e Maymar,Karachi,,Salsabeel General Store Bhittai Avenue Sector X Gulshan e Maymar Karachi 
Sartaj Petroleum Service,Faqir Colony Road,Block A,Baldia,Karachi,,Sartaj Petroleum Service Faqir Colony Road Block A Baldia Karachi 
Shahabuddin Hair Salon,Khan Liaqat Ali Khan Road,Sector 8,Baldia,Karachi,,Shahabuddin Hair Salon Khan Liaqat Ali Khan Road Sector 8 Baldia Karachi 
Shah Lab,Landhi Road,Sector 36 D,Landhi,Karachi,,Shah Lab Landhi Road Sector 36 D Landhi Karachi 
Subhanallah Cool Point,Saeedabad Road,Sector 9 B,Baldia,Karachi,,Subhanallah Cool Point Saeedabad Road Sector 9 B Baldia Karachi 
Sufyan Autos,Mehran Highway,Labor Colony (Landhi),Landhi,Karachi,,Sufyan Autos Mehran Highway Labor Colony (Landhi) Landhi Karachi 
Super Comm,Landhi Road,Bhutto Nagar,Landhi,Karachi,,Super Comm Landhi Road Bhutto Nagar Landhi Karachi 
Talha Furniture,Qudoos Ghauri Road,Nazimabad No 4,Nazimabad,Karachi,,Talha Furniture Qudoos Ghauri Road Nazimabad No 4 Nazimabad Karachi 
Western Union,19th East Street,Phase 1,DHA,Karachi,,Western Union 19th East Street Phase 1 DHA Karachi 
The Base Model Academy,2nd Lane,Sector Z A,Gulshan e Maymar,Karachi,,The Base Model Academy 2nd Lane Sector Z A Gulshan e Maymar Karachi 
Bilal Electric & Engineering Works,Allama Shah Ahmed Noorani Road,Sector 35 A,Korangi,Karachi,,Bilal Electric & Engineering Works Allama Shah Ahmed Noorani Road Sector 35 A Korangi Karachi 
Easypaisa,Street No 16,C Area,Qayyumabad,Karachi,,Easypaisa Street No 16 C Area Qayyumabad Karachi 
Faisal Hardware & Electric Store,Street No 16,Block 32,Bhutta,Karachi,,Faisal Hardware & Electric Store Street No 16 Block 32 Bhutta Karachi 
Ideal Burger,27th Commercial Street,Phase 5,DHA,Karachi,,Ideal Burger 27th Commercial Street Phase 5 DHA Karachi 
Jillani General Store,27th Commercial Street,Phase 5,DHA,Karachi,,Jillani General Store 27th Commercial Street Phase 5 DHA Karachi 
Kashif Autos,Ittehad Town Naval Colony Road,Saeedullah Goth,Keamari,Karachi,,Kashif Autos Ittehad Town Naval Colony Road Saeedullah Goth Keamari Karachi 
Khan Autos,Saba Commercial Street No 3,Phase 5,DHA,Karachi,,Khan Autos Saba Commercial Street No 3 Phase 5 DHA Karachi 
Lego Construction Land Consultant & Builders,37th Commercial Street,Phase 5,DHA,Karachi,,Lego Construction Land Consultant & Builders 37th Commercial Street Phase 5 DHA Karachi 
Madrassa Hidayatul Quran,Arfat Road,Block 2,Gulshan e Sikandarabad,Karachi,,Madrassa Hidayatul Quran Arfat Road Block 2 Gulshan e Sikandarabad Karachi 
Maroof Engineering Works,Noor Deen Khan Road,Goth Shaikhan,Bhutta,Karachi,,Maroof Engineering Works Noor Deen Khan Road Goth Shaikhan Bhutta Karachi 
Mashallah Electric Store,Allama Shah Ahmed Noorani Road,Sector 35 A,Korangi,Karachi,,Mashallah Electric Store Allama Shah Ahmed Noorani Road Sector 35 A Korangi Karachi 
Rafiq Crockery Plastic Store,Abidabad Road,Block D,Abidabad,Karachi,,Rafiq Crockery Plastic Store Abidabad Road Block D Abidabad Karachi 
Super Power Autos,Street No 16,C Area,Qayyumabad,Karachi,,Super Power Autos Street No 16 C Area Qayyumabad Karachi 
Taj Medical & General Store,Zia Colony Road,Sector 4,Sindh Industrial Trading Estate (SITE),Karachi,,Taj Medical & General Store Zia Colony Road Sector 4 Sindh Industrial Trading Estate (SITE) Karachi 
Zahoor Paint Sanitary & Hardware Store,Itehad Town-Navel Colony Road,Gulshan e Mazdoor Extension,Naval Colony,Karachi,,Zahoor Paint Sanitary & Hardware Store Itehad Town-Navel Colony Road Gulshan e Mazdoor Extension Naval Colony Karachi 
Wali Muhammad Khan Masala Merchant,DHA Link Road,Pakistan Railways Housing Society,Karachi Cantonment,Karachi,,Wali Muhammad Khan Masala Merchant DHA Link Road Pakistan Railways Housing Society Karachi Cantonment Karachi 
Waqar Shireen,Khawaja Gharib Nawaz Chowk,Sector 37 B,Landhi,Karachi,,Waqar Shireen Khawaja Gharib Nawaz Chowk Sector 37 B Landhi Karachi 
NS Hair Salon,Seher Lane No 8,Phase 7,DHA,Karachi,,NS Hair Salon Seher Lane No 8 Phase 7 DHA Karachi 
Sun Light Aluminium & Glassworks,Seher Lane No 7,Phase 7,DHA,Karachi,,Sun Light Aluminium & Glassworks Seher Lane No 7 Phase 7 DHA Karachi 
Aftab Water Pump Service,Faqir Colony Road,Block A,Baldia,Karachi,,Aftab Water Pump Service Faqir Colony Road Block A Baldia Karachi 
Kashif Estate Agency,Badar Commercial Street No 6,Phase 5,DHA,Karachi,,Kashif Estate Agency Badar Commercial Street No 6 Phase 5 DHA Karachi 
Mashallah Mutton Shop,Nazimabad 5 Road,Nazimabad No 5,Nazimabad,Karachi,,Mashallah Mutton Shop Nazimabad 5 Road Nazimabad No 5 Nazimabad Karachi 
Tawakkal Rent A Car,Babar Road,Nazimabad No 5,Nazimabad,Karachi,,Tawakkal Rent A Car Babar Road Nazimabad No 5 Nazimabad Karachi 
Umair Cloth,Khayaban e Iqbal,Block 8,Clifton,Karachi,,Umair Cloth Khayaban e Iqbal Block 8 Clifton Karachi 
Al Rehman Foods,Babar Road,Nazimabad No 5,Nazimabad,Karachi,,Al Rehman Foods Babar Road Nazimabad No 5 Nazimabad Karachi 
White Pearl Jewellers,Khayaban e Iqbal,Block 8,Clifton,Karachi,,White Pearl Jewellers Khayaban e Iqbal Block 8 Clifton Karachi 
Ar Comm,Bank Road,Block 5,Clifton,Karachi,,Ar Comm Bank Road Block 5 Clifton Karachi 
AR Stylish Tailor,Ghazi Abbas Street,Block 3,Gulshan e Iqbal,Karachi,,AR Stylish Tailor Ghazi Abbas Street Block 3 Gulshan e Iqbal Karachi 
New Makkah General Store,Murtaza Sodhar Road,Rajput Mohalla,Gulzar e Hijri Scheme 33,Karachi,,New Makkah General Store Murtaza Sodhar Road Rajput Mohalla Gulzar e Hijri Scheme 33 Karachi 
New Pakistan General Store,Murtaza Sodhar Road,Rajput Mohalla,Gulzar e Hijri Scheme 33,Karachi,,New Pakistan General Store Murtaza Sodhar Road Rajput Mohalla Gulzar e Hijri Scheme 33 Karachi 
Anwar Autos,Service Road,Shah Faisal Colony 2,Shah Faisal Town,Karachi,,Anwar Autos Service Road Shah Faisal Colony 2 Shah Faisal Town Karachi 
ITS Pizza Time,Moulana Yousuf Ludhianwi Shaheed Road,Metrovil 14 Block 1/1,Metrovil Colony,Karachi,,ITS Pizza Time Moulana Yousuf Ludhianwi Shaheed Road Metrovil 14 Block 1/1 Metrovil Colony Karachi 
Anmol Beauty Parlour,Indus Road,Ghaghar Phatak,Bin Qasim Town,Karachi,,Anmol Beauty Parlour Indus Road Ghaghar Phatak Bin Qasim Town Karachi 
Jasss Cloth,Tariq Road,Block 2,PECHS,Karachi,,Jasss Cloth Tariq Road Block 2 PECHS Karachi 
Daniyal Cloth,Tariq Road,Block 2,PECHS,Karachi,,Daniyal Cloth Tariq Road Block 2 PECHS Karachi 
Ahmed Naveed Traders,Tariq Road,Block 2,PECHS,Karachi,,Ahmed Naveed Traders Tariq Road Block 2 PECHS Karachi 
Ayub Silk Center,Tariq Road,Block 3,PECHS,Karachi,,Ayub Silk Center Tariq Road Block 3 PECHS Karachi 
One 2 Six Cloth,Nawab Shafiq Ahmed Road,Block 3 Delhi CHS,PECHS,Karachi,Sindh,One 2 Six Cloth Nawab Shafiq Ahmed Road Block 3 Delhi CHS PECHS Karachi Sindh
Splandet Choice Late Clot,Nawab Shafiq Ahmed Road,Block 3 Delhi CHS,PECHS,,Sindh,Splandet Choice Late Clot Nawab Shafiq Ahmed Road Block 3 Delhi CHS PECHS  Sindh
TB Garments,Dr Riazuddin Road,Block 2,PECHS,,Sindh,TB Garments Dr Riazuddin Road Block 2 PECHS  Sindh
Madina Lucky Kabab & BBQ Restaurant,Manghopir Road,Chittagong Colony,Pak Colony,,Sindh,Madina Lucky Kabab & BBQ Restaurant Manghopir Road Chittagong Colony Pak Colony  Sindh
Raees Steel & Cement,National Highway,Qaddafi Town,Quaidabad,,Sindh,Raees Steel & Cement National Highway Qaddafi Town Quaidabad  Sindh
Five Star Apartments,Afzal Street,Block 14,Gulistan e Jauhar,,Sindh,Five Star Apartments Afzal Street Block 14 Gulistan e Jauhar  Sindh
Dilawar Zaidi Designs,Khayaban e Shozab e Hamdani,Sector 34 B,Gulzar e Hijri Scheme 33,,Sindh,Dilawar Zaidi Designs Khayaban e Shozab e Hamdani Sector 34 B Gulzar e Hijri Scheme 33  Sindh
Engro Foods,Harbour City Driveway,Block 4,Clifton,,Sindh,Engro Foods Harbour City Driveway Block 4 Clifton  Sindh
Unicom,Shahrah e Faisal,Block 6,PECHS,,Sindh,Unicom Shahrah e Faisal Block 6 PECHS  Sindh
Al Qadir Shield Makers & Designer,35th Commercial Street,Phase 5,DHA,,Sindh,Al Qadir Shield Makers & Designer 35th Commercial Street Phase 5 DHA  Sindh
Farah's Clinic,Street No 8,Block 5,Clifton,,Sindh,Farah's Clinic Street No 8 Block 5 Clifton  Sindh
Twin Horse Pharmacy & Super Mart,3rd Commercial Lane,Phase 5,DHA,,Sindh,Twin Horse Pharmacy & Super Mart 3rd Commercial Lane Phase 5 DHA  Sindh
Ibrahim Opticals,Aligarh Road,Sector 6,Orangi,,Sindh,Ibrahim Opticals Aligarh Road Sector 6 Orangi  Sindh
Sitara Kashmir Pak. Goods Transport Co,Maulana Zafar Ahmad Ansari Road,Sector 11 G,North Karachi,,Sindh,Sitara Kashmir Pak. Goods Transport Co Maulana Zafar Ahmad Ansari Road Sector 11 G North Karachi  Sindh
New Look Cosmetics,Allah Rakha Road,Sector 44 A,Landhi,,Sindh,New Look Cosmetics Allah Rakha Road Sector 44 A Landhi  Sindh
Karachi Diaper House,Qabristan Road,Sector 44 A,Landhi,,Sindh,Karachi Diaper House Qabristan Road Sector 44 A Landhi  Sindh
Akram Ironworks,Abbasi Road,Phase 2,Gulshan e Hadeed,,Sindh,Akram Ironworks Abbasi Road Phase 2 Gulshan e Hadeed  Sindh
ATM Silk Bank,8th Commercial Lane,Phase 5,DHA,,Sindh,ATM Silk Bank 8th Commercial Lane Phase 5 DHA  Sindh
New Zaidi Sports Store,Shahrah E Vilayat Ali ,Block 14,Federal B Area (Gulberg),,Sindh,New Zaidi Sports Store Shahrah E Vilayat Ali  Block 14 Federal B Area (Gulberg)  Sindh
Abdul Rehman Autos,Riazuddin Ahmed Road,Block W,Nazimabad,,Sindh,Abdul Rehman Autos Riazuddin Ahmed Road Block W Nazimabad  Sindh
Sajid Electric Store,39th Street,Block 6,Liaquatabad,,Sindh,Sajid Electric Store 39th Street Block 6 Liaquatabad  Sindh
Karachi Pulao,Riazuddin Ahmed Road,Nazimabad No 5,Nazimabad,,Sindh,Karachi Pulao Riazuddin Ahmed Road Nazimabad No 5 Nazimabad  Sindh
Al Razzaq Estate,Khayaban e Nishat,Phase 6,DHA,,Sindh,Al Razzaq Estate Khayaban e Nishat Phase 6 DHA  Sindh
Lace Palace Gift Center,Nizamuddin Aulia Road,Block 3,KAECHS,,Sindh,Lace Palace Gift Center Nizamuddin Aulia Road Block 3 KAECHS  Sindh
Al Madina Bakers & Nimco,Muhammad Hassan Road,Block M,North Nazimabad,,Sindh,Al Madina Bakers & Nimco Muhammad Hassan Road Block M North Nazimabad  Sindh
New Mardan Chappal House,Rehri Road,Shahbaz Colony,Landhi,,Sindh,New Mardan Chappal House Rehri Road Shahbaz Colony Landhi  Sindh
Muhammad Imran Decorator & Aluminium,Korangi Road,Allahwala Town,Korangi,,Sindh,Muhammad Imran Decorator & Aluminium Korangi Road Allahwala Town Korangi  Sindh
786 Chicken Center,Shahrah e Usman,Sector 5 K,New Karachi,,Sindh,786 Chicken Center Shahrah e Usman Sector 5 K New Karachi  Sindh
Hajj & Umrah Service,Tariq Road,Block 2,PECHS,,Sindh,Hajj & Umrah Service Tariq Road Block 2 PECHS  Sindh
Hafta Bazar,UDMC Road,Sector 31 D,Korangi,,Sindh,Hafta Bazar UDMC Road Sector 31 D Korangi  Sindh
Qazi Traders Zari Wholesalers,Ghareeb Nawaz Road,Sector 33 D,Korangi,,Sindh,Qazi Traders Zari Wholesalers Ghareeb Nawaz Road Sector 33 D Korangi  Sindh
Western Union,Korangi Road,Phase 2,DHA,,Sindh,Western Union Korangi Road Phase 2 DHA  Sindh
Windsors Int'l Furnishers,Street No 1,Block 8,Gulistan e Jauhar,,Sindh,Windsors Int'l Furnishers Street No 1 Block 8 Gulistan e Jauhar  Sindh
Al Noor Woodworks,Moulana Yousuf Ludhianwi Shaheed Road,Post Office Society Sector 13 A,Gulzar e Hijri Scheme 33,,Sindh,Al Noor Woodworks Moulana Yousuf Ludhianwi Shaheed Road Post Office Society Sector 13 A Gulzar e Hijri Scheme 33  Sindh
Kamran Hair Salon,Shah Faisal Colony Road,Colony 4,Shah Faisal Town,,Sindh,Kamran Hair Salon Shah Faisal Colony Road Colony 4 Shah Faisal Town  Sindh
Raaz Chappal Store,KB Road,Bhitaiabad Block 9,Bhittaiabad,,Sindh,Raaz Chappal Store KB Road Bhitaiabad Block 9 Bhittaiabad  Sindh
Main Bazar,Shah Faisal Colony Road,Colony 4,Shah Faisal Town,,Sindh,Main Bazar Shah Faisal Colony Road Colony 4 Shah Faisal Town  Sindh
Zia Garments,Farooqia Road,Colony 4,Shah Faisal Town,,Sindh,Zia Garments Farooqia Road Colony 4 Shah Faisal Town  Sindh
Kancha Fashion,Tariq Road,Block 2,PECHS,,Sindh,Kancha Fashion Tariq Road Block 2 PECHS  Sindh
Crystal Cold Drink & General Store,Hussainbad Road,Block 3,Federal B Area (Gulberg),,Sindh,Crystal Cold Drink & General Store Hussainbad Road Block 3 Federal B Area (Gulberg)  Sindh
Adnan Autos,Gaddafi Road,Sector 6,Orangi,,Sindh,Adnan Autos Gaddafi Road Sector 6 Orangi  Sindh
Wednesday Weekly Bazar,Abbasi Road,Phase 2,Gulshan e Hadeed,,Sindh,Wednesday Weekly Bazar Abbasi Road Phase 2 Gulshan e Hadeed  Sindh
Al Makkah Superstore,Seher Lane No 4,Phase 7,DHA,,Sindh,Al Makkah Superstore Seher Lane No 4 Phase 7 DHA  Sindh
Prince Tailors,Main Commercial Road,Phase 2,Gulshan e Hadeed,,Sindh,Prince Tailors Main Commercial Road Phase 2 Gulshan e Hadeed  Sindh
New Zeeshani CNG & Faizan Autos Electrician,Shahrah e Inayat Ali,Block 9,Federal B Area (Gulberg),,Sindh,New Zeeshani CNG & Faizan Autos Electrician Shahrah e Inayat Ali Block 9 Federal B Area (Gulberg)  Sindh
Best Tailors,Qudsi Masjid Road,Sector 36 E,Landhi,,Sindh,Best Tailors Qudsi Masjid Road Sector 36 E Landhi  Sindh
Hussain Autos,Abbasi Road,Phase 2,Gulshan e Hadeed,,Sindh,Hussain Autos Abbasi Road Phase 2 Gulshan e Hadeed  Sindh
Zubair Autos,Shahrah e Shabbir Ahmed Usmani,Sector 43 B,Landhi,,Sindh,Zubair Autos Shahrah e Shabbir Ahmed Usmani Sector 43 B Landhi  Sindh
Ali Fridge Repairing Center,Bukhtawar Road,Phase 1,Gulshan e Hadeed,,Sindh,Ali Fridge Repairing Center Bukhtawar Road Phase 1 Gulshan e Hadeed  Sindh
City Garments,Qatar Hospital Road,Sector 14 A,Orangi,,Sindh,City Garments Qatar Hospital Road Sector 14 A Orangi  Sindh
Bismillah Woodworks,Allama Rasheed Turabi Road,Sector 16 A,Buffer Zone,,Sindh,Bismillah Woodworks Allama Rasheed Turabi Road Sector 16 A Buffer Zone  Sindh
Biryani House,Naeem Rizwi Shaheed Road,Cantt Bazaar Malir,Malir Cantonment,,Sindh,Biryani House Naeem Rizwi Shaheed Road Cantt Bazaar Malir Malir Cantonment  Sindh
Raees Steel & Cement Depot,Landhi Road,Sector 37 A,Landhi,,Sindh,Raees Steel & Cement Depot Landhi Road Sector 37 A Landhi  Sindh
Ifee Shoes,Adnan Khalil Street,Block 3,Gulshan e Iqbal,,Sindh,Ifee Shoes Adnan Khalil Street Block 3 Gulshan e Iqbal  Sindh
Bismillah Autos,Khokhrapar Dak'khana Road,Gharibabad,Malir,,Sindh,Bismillah Autos Khokhrapar Dak'khana Road Gharibabad Malir  Sindh
Wasim Chicken Center,Buffer Zone Link Road,Block 19,Federal B Area (Gulberg),,Sindh,Wasim Chicken Center Buffer Zone Link Road Block 19 Federal B Area (Gulberg)  Sindh
Aman & Sons Autos,Burhani Avenue,Block A Bangalore Town,Bangalore Town,,Sindh,Aman & Sons Autos Burhani Avenue Block A Bangalore Town Bangalore Town  Sindh
New Optical Arcade,Dr Sohail Haider Street,Block 19,Federal B Area (Gulberg),,Sindh,New Optical Arcade Dr Sohail Haider Street Block 19 Federal B Area (Gulberg)  Sindh
Amir Furniture,SM Taufiq Road,Block 4,Federal B Area (Gulberg),,Sindh,Amir Furniture SM Taufiq Road Block 4 Federal B Area (Gulberg)  Sindh
Cafe Habib Hotel,Shahrah e Pakistan,Block 13,Federal B Area (Gulberg),,Sindh,Cafe Habib Hotel Shahrah e Pakistan Block 13 Federal B Area (Gulberg)  Sindh
Madina Oil Depot,Samnabad Street,Block 18,Federal B Area (Gulberg),,Sindh,Madina Oil Depot Samnabad Street Block 18 Federal B Area (Gulberg)  Sindh
110 Autos,Ancholi Main Road,Block 18,Federal B Area (Gulberg),,Sindh,110 Autos Ancholi Main Road Block 18 Federal B Area (Gulberg)  Sindh
Shiraz Hussain Autos,Allama Rasheed Turabi Road,Sector 16 A,Buffer Zone,,Sindh,Shiraz Hussain Autos Allama Rasheed Turabi Road Sector 16 A Buffer Zone  Sindh
Bismillah Silencer Works,Peoples Chowrangi,Sector 16 A,Buffer Zone,,Sindh,Bismillah Silencer Works Peoples Chowrangi Sector 16 A Buffer Zone  Sindh
Quality Decorators,Ziauddin Abbasi Shaheed Road,Block 11,Federal B Area (Gulberg),,Sindh,Quality Decorators Ziauddin Abbasi Shaheed Road Block 11 Federal B Area (Gulberg)  Sindh
Shahid Autos,Khursheed Begum Road,Shadman No 2,Kala Board,,Sindh,Shahid Autos Khursheed Begum Road Shadman No 2 Kala Board  Sindh
Madina Computers,Liaquat Ali Khan Road,Block 10,Model Colony,,Sindh,Madina Computers Liaquat Ali Khan Road Block 10 Model Colony  Sindh
Aaqa Furniture Mart,Liaquat Market Road,H Area,Saudabad,,Sindh,Aaqa Furniture Mart Liaquat Market Road H Area Saudabad  Sindh
Qamar Autos,Muhammad Abdullah Naeemi Road,G Area Malir Colony,Kala Board,,Sindh,Qamar Autos Muhammad Abdullah Naeemi Road G Area Malir Colony Kala Board  Sindh
Data Autos,Muhammad Abdullah Naeemi Road,G Area Malir Colony,Kala Board,,Sindh,Data Autos Muhammad Abdullah Naeemi Road G Area Malir Colony Kala Board  Sindh
Sabri General Store,Muhammad Abdullah Naeemi Road,Saudabad S3,Saudabad,,Sindh,Sabri General Store Muhammad Abdullah Naeemi Road Saudabad S3 Saudabad  Sindh
Pizza World,Josh Malih Abadi Road,Block 4,Federal B Area (Gulberg),,Sindh,Pizza World Josh Malih Abadi Road Block 4 Federal B Area (Gulberg)  Sindh
Dawood Express Cargo Services,Syed M Burhan Uddin Road,Block E,North Nazimabad,,Sindh,Dawood Express Cargo Services Syed M Burhan Uddin Road Block E North Nazimabad  Sindh
Burhani Bakers,Syed M Burhan Uddin Road,Block E,North Nazimabad,,Sindh,Burhani Bakers Syed M Burhan Uddin Road Block E North Nazimabad  Sindh
Pakistan Pakwan,Tipu Sultan Road,Block H,North Nazimabad,,Sindh,Pakistan Pakwan Tipu Sultan Road Block H North Nazimabad  Sindh
Zinnia Beauty Salon,Zia Bhai Gali,Block D,North Nazimabad,,Sindh,Zinnia Beauty Salon Zia Bhai Gali Block D North Nazimabad  Sindh
M Superstore,Road No 1,Sector 15 A 2,Buffer Zone,,Sindh,M Superstore Road No 1 Sector 15 A 2 Buffer Zone  Sindh
AA Car Parlour & Sound Master,Zafa Street,Block 21,Federal B Area (Gulberg),,Sindh,AA Car Parlour & Sound Master Zafa Street Block 21 Federal B Area (Gulberg)  Sindh
Al Haider Paint House,Hassan Street,Block 16,Federal B Area (Gulberg),,Sindh,Al Haider Paint House Hassan Street Block 16 Federal B Area (Gulberg)  Sindh
Singer Plus,Ayan Street,Block 14,Federal B Area (Gulberg),,Sindh,Singer Plus Ayan Street Block 14 Federal B Area (Gulberg)  Sindh
Bismillah Chicken Center,Shahrah E Vilayat Ali ,Block 9,Federal B Area (Gulberg),,Sindh,Bismillah Chicken Center Shahrah E Vilayat Ali  Block 9 Federal B Area (Gulberg)  Sindh
Shani Autos & Service Center,Zafar Iqbal Shaheed Road,Block 9,Federal B Area (Gulberg),,Sindh,Shani Autos & Service Center Zafar Iqbal Shaheed Road Block 9 Federal B Area (Gulberg)  Sindh
Multi Comm,8th Street,Block 15,Federal B Area (Gulberg),,Sindh,Multi Comm 8th Street Block 15 Federal B Area (Gulberg)  Sindh
Prince Hair Style Salon,Shahrah E Vilayat Ali ,Block 9,Federal B Area (Gulberg),,Sindh,Prince Hair Style Salon Shahrah E Vilayat Ali  Block 9 Federal B Area (Gulberg)  Sindh
Syed General & Comm,Azizabad Main Road,Block 8,Federal B Area (Gulberg),,Sindh,Syed General & Comm Azizabad Main Road Block 8 Federal B Area (Gulberg)  Sindh
A R Aluminium,Shahrah e Rashid Shami Shaheed,Block 7,Federal B Area (Gulberg),,Sindh,A R Aluminium Shahrah e Rashid Shami Shaheed Block 7 Federal B Area (Gulberg)  Sindh
Al Farid Engineering Service Electrical Consultant,Landhi Road,Sector 35 E,Landhi,,Sindh,Al Farid Engineering Service Electrical Consultant Landhi Road Sector 35 E Landhi  Sindh
Sajid Electronics Center,Qabristan Road,Sector 44 A,Landhi,,Sindh,Sajid Electronics Center Qabristan Road Sector 44 A Landhi  Sindh
Hafiz Auto Parts,Qabristan Road,Hasrat Mohani Colony,Korangi,,Sindh,Hafiz Auto Parts Qabristan Road Hasrat Mohani Colony Korangi  Sindh
Fahim Autos,Hakeem Ibn e Sina Road,Nazimabad No 1,Nazimabad,,Sindh,Fahim Autos Hakeem Ibn e Sina Road Nazimabad No 1 Nazimabad  Sindh
Al Rafiq Terrace,Multi Chowk Street,Nazimabad No 2,Nazimabad,,Sindh,Al Rafiq Terrace Multi Chowk Street Nazimabad No 2 Nazimabad  Sindh
Delhi Al Siraj Nihari,Tabish Dehalvi Road,Nazimabad No 5,Nazimabad,,Sindh,Delhi Al Siraj Nihari Tabish Dehalvi Road Nazimabad No 5 Nazimabad  Sindh
New Stylish Hairdresser,Syed Abidi Road,Nazimabad No 5,Nazimabad,,Sindh,New Stylish Hairdresser Syed Abidi Road Nazimabad No 5 Nazimabad  Sindh
Lubna's Stationery,Syed Abidi Road,Nazimabad No 5,Nazimabad,,Sindh,Lubna's Stationery Syed Abidi Road Nazimabad No 5 Nazimabad  Sindh
Data Builders & Marketing,Syed Abidi Road,Nazimabad No 5,Nazimabad,,Sindh,Data Builders & Marketing Syed Abidi Road Nazimabad No 5 Nazimabad  Sindh
Sufyan Chicken Center,Rashid Minhas Road,Block 20,Gulistan e Jauhar,,Sindh,Sufyan Chicken Center Rashid Minhas Road Block 20 Gulistan e Jauhar  Sindh
Home Maker Furniture,Khayaban e Nishat,Phase 6,DHA,,Sindh,Home Maker Furniture Khayaban e Nishat Phase 6 DHA  Sindh
Jamia Qurania Madrassa,Allama Syed Ibn e Hassan Jarchwi Road,Block 5,Federal B Area (Gulberg),,Sindh,Jamia Qurania Madrassa Allama Syed Ibn e Hassan Jarchwi Road Block 5 Federal B Area (Gulberg)  Sindh
Fm Public School,Abdullah Street,Nazimabad No 3,Nazimabad,,Sindh,Fm Public School Abdullah Street Nazimabad No 3 Nazimabad  Sindh
Assistant District Office Education,Nawab Siddique Ali Khan Road,Nazimabad No 3,Nazimabad,,Sindh,Assistant District Office Education Nawab Siddique Ali Khan Road Nazimabad No 3 Nazimabad  Sindh
Masjid Madni,Main Landhi Industrial Area Road,Tauheedabad Colony,Landhi,,Sindh,Masjid Madni Main Landhi Industrial Area Road Tauheedabad Colony Landhi  Sindh
Nice Comm & Cold Center,53rd Street,Sector 15 A 4,Buffer Zone,,Sindh,Nice Comm & Cold Center 53rd Street Sector 15 A 4 Buffer Zone  Sindh
Fuji Film,Shahrah e Shershah Suri,Sector 15 A 3,Buffer Zone,,Sindh,Fuji Film Shahrah e Shershah Suri Sector 15 A 3 Buffer Zone  Sindh
Family Park,Jauhar Chowrangi Road,Block 16,Gulistan e Jauhar,,Sindh,Family Park Jauhar Chowrangi Road Block 16 Gulistan e Jauhar  Sindh
Sputnik,Tariq Road,Block 2,PECHS,,Sindh,Sputnik Tariq Road Block 2 PECHS  Sindh
Friend Broast & Burger,Jauhar Chowrangi Road,Block 16,Gulistan e Jauhar,,Sindh,Friend Broast & Burger Jauhar Chowrangi Road Block 16 Gulistan e Jauhar  Sindh
Topman Shoes,Jauhar Chowrangi Road,Block 18,Gulistan e Jauhar,,Sindh,Topman Shoes Jauhar Chowrangi Road Block 18 Gulistan e Jauhar  Sindh
Shamsi Karachi Center,Jauhar Road,Block 18,,Karachi,Sindh,Shamsi Karachi Center Jauhar Road Block 18  Karachi Sindh
Western Union,Commercial Street,Sabir SRE,,Karachi,Sindh,Western Union Commercial Street Sabir SRE  Karachi Sindh
Ram Fabrics,Tariq Road,Block 2,,Karachi,Sindh,Ram Fabrics Tariq Road Block 2  Karachi Sindh
